PCDS,LAT,LONG,pcds_clean
SG6 1GJ,51.98294,-0.21249,SG61GJ
SG6 1JG,51.98153,-0.217963,SG61JG
SG6 1LH,51.98115,-0.216231,SG61LH
SG6 2HB,51.97988,-0.207705,SG62HB
SG6 2NB,51.97174,-0.21116,SG62NB
SG6 3EA,51.97902,-0.2276,SG63EA
SG6 4ET,51.98032,-0.232427,SG64ET
SG7 5AN,51.99134,-0.192726,SG75AN
SG7 5QN,52.03888,-0.155947,SG75QN
SG7 6NG,51.98363,-0.186352,SG76NG
SG7 6QQ,51.99075,-0.186909,SG76QQ
SG8 5AZ,52.05193,-0.024916,SG85AZ
SG8 5FF,52.04784,-0.029239,SG85FF
SG8 6FH,52.08751,0.020488,SG86FH
SK1 1AR,53.41122,-2.157136,SK11AR
SK1 1YG,53.40972,-2.153851,SK11YG
SK1 2NY,53.41347,-2.144056,SK12NY
SK1 3BZ,53.40598,-2.151807,SK13BZ
SK1 3NA,53.40759,-2.159274,SK13NA
SK1 3SH,53.4068,-2.159286,SK13SH
SK1 3SL,53.40664,-2.159346,SK13SL
SK1 3TS,53.4036,-2.157334,SK13TS
SK1 3UA,53.40233,-2.156306,SK13UA
SK1 3XE,53.40599,-2.158486,SK13XE
SK1 4JG,53.40495,-2.139018,SK14JG
SK10 1AQ,53.26164,-2.127098,SK101AQ
SK10 1EA,53.2607,-2.125131,SK101EA
SK10 1EQ,53.26218,-2.125315,SK101EQ
SK10 1HZ,53.26374,-2.130987,SK101HZ
SK10 1JQ,53.25795,-2.120116,SK101JQ
SK10 2LP,53.27147,-2.113137,SK102LP
SK10 3DE,53.26848,-2.153012,SK103DE
SK10 5JB,53.29194,-2.106907,SK105JB
SK11 0HR,53.23054,-2.102917,SK110HR
SK11 0JG,53.22388,-2.124305,SK110JG
SK11 6AY,53.26025,-2.128353,SK116AY
SK11 6BA,53.26067,-2.126765,SK116BA
SK11 6JD,53.25742,-2.123697,SK116JD
SK11 6RG,53.25407,-2.13334,SK116RG
SK11 7BD,53.25639,-2.116994,SK117BD
SK11 7HS,53.25352,-2.11835,SK117HS
SK11 7NA,53.25664,-2.123485,SK117NA
SK11 7NH,53.25559,-2.122718,SK117NH
SK11 7PG,53.25183,-2.121148,SK117PG
SK11 8SW,53.25053,-2.15587,SK118SW
SK11 9AP,53.26929,-2.271993,SK119AP
SK12 1QZ,53.34945,-2.121533,SK121QZ
SK12 2DT,53.3594,-2.037464,SK122DT
SK13 1DP,53.46451,-1.968463,SK131DP
SK13 8AR,53.44281,-1.950804,SK138AR
SK13 8ER,53.44468,-1.963765,SK138ER
SK14 1AB,53.45051,-2.079766,SK141AB
SK14 1QS,53.44581,-2.075586,SK141QS
SK14 2JW,53.45597,-2.068633,SK142JW
SK14 4EH,53.46392,-2.060347,SK144EH
SK14 4RY,53.45675,-2.083317,SK144RY
SK14 5QS,53.44195,-2.067013,SK145QS
SK15 1FF,53.47935,-2.072271,SK151FF
SK15 1UD,53.47861,-2.066032,SK151UD
SK15 2QF,53.48586,-2.042684,SK152QF
SK15 3AW,53.48467,-2.051574,SK153AW
SK15 3EJ,53.48941,-2.033931,SK153EJ
SK16 4LA,53.47804,-2.092385,SK164LA
SK17 6AY,53.25923,-1.914934,SK176AY
SK17 6EE,53.25615,-1.913486,SK176EE
SK17 6EQ,53.25648,-1.914924,SK176EQ
SK17 6GP,53.26084,-1.911408,SK176GP
SK17 6NU,53.25294,-1.909685,SK176NU
SK17 7AN,53.26323,-1.910563,SK177AN
SK17 7DN,53.26066,-1.905277,SK177DN
SK17 7LF,53.26004,-1.892446,SK177LF
SK17 7TB,53.25562,-1.898438,SK177TB
SK17 9BA,53.25204,-1.922337,SK179BA
SK2 6NG,53.40035,-2.15481,SK26NG
SK2 6NW,53.39994,-2.155064,SK26NW
SK2 6PL,53.39534,-2.149408,SK26PL
SK2 6QS,53.39989,-2.159366,SK26QS
SK2 7AE,53.39162,-2.14502,SK27AE
SK23 0EN,53.32367,-1.915542,SK230EN
SK23 0NH,53.32418,-1.907494,SK230NH
SK23 6DZ,53.33919,-1.92221,SK236DZ
SK23 7DG,53.32262,-1.987289,SK237DG
SK23 9TJ,53.3219,-1.924148,SK239TJ
SK3 0GA,53.40766,-2.161501,SK30GA
SK3 0LX,53.40134,-2.192821,SK30LX
SK3 0UT,53.40003,-2.178106,SK30UT
SK3 0XA,53.3936,-2.183387,SK30XA
SK3 8AB,53.40422,-2.16045,SK38AB
SK3 9AB,53.40261,-2.163602,SK39AB
SK4 1BS,53.40953,-2.16411,SK41BS
SK4 1QB,53.41988,-2.167355,SK41QB
SK4 2LP,53.41627,-2.169823,SK42LP
SK4 2PB,53.42032,-2.172638,SK42PB
SK4 3GN,53.40689,-2.202262,SK43GN
SK4 4DU,53.41762,-2.189674,SK44DU
SK4 4QG,53.42898,-2.178753,SK44QG
SK4 5DG,53.42785,-2.17625,SK45DG
SK4 5NU,53.43633,-2.170731,SK45NU
SK5 6DA,53.43635,-2.165869,SK56DA
SK5 6NF,53.44767,-2.157632,SK56NF
SK5 7BW,53.43502,-2.159256,SK57BW
SK5 7DL,53.43445,-2.165154,SK57DL
SK6 1HX,53.42549,-2.086114,SK61HX
SK6 6BD,53.39442,-2.062051,SK66BD
SK6 7AD,53.39367,-2.063869,SK67AD
SK6 8DX,53.36432,-2.069521,SK68DX
SK7 1PA,53.35548,-2.165375,SK71PA
SK7 1QS,53.34225,-2.163041,SK71QS
SK7 5DA,53.37827,-2.128545,SK75DA
SK7 5DL,53.37871,-2.132725,SK75DL
SK7 5DP,53.37789,-2.137067,SK75DP
SK7 6AA,53.37597,-2.114153,SK76AA
SK7 6LU,53.37422,-2.096517,SK76LU
SK8 1AA,53.39394,-2.216788,SK81AA
SK8 1BB,53.39408,-2.213029,SK81BB
SK8 1DW,53.39312,-2.216934,SK81DW
SK8 1NZ,53.39325,-2.218649,SK81NZ
SK8 2HU,53.39437,-2.201602,SK82HU
SK8 2JY,53.39699,-2.198862,SK82JY
SK8 3GP,53.38021,-2.223648,SK83GP
SK8 3PT,53.37031,-2.227098,SK83PT
SK8 3QD,53.37032,-2.234717,SK83QD
SK8 3TD,53.37645,-2.225762,SK83TD
SK8 4NG,53.39191,-2.23583,SK84NG
SK8 5BF,53.377,-2.186683,SK85BF
SK9 1LS,53.32388,-2.231415,SK91LS
SK9 2GH,53.33676,-2.217068,SK92GH
SK9 2TB,53.33686,-2.214936,SK92TB
SK9 3ER,53.34898,-2.215493,SK93ER
SK9 3HQ,53.34988,-2.216218,SK93HQ
SK9 3NS,53.3525,-2.212896,SK93NS
SK9 3RX,53.35457,-2.214649,SK93RX
SK9 3SU,53.35592,-2.213349,SK93SU
SK9 5BB,53.32676,-2.236805,SK95BB
SK9 5BG,53.32622,-2.234145,SK95BG
SK9 5EQ,53.32742,-2.235998,SK95EQ
SL0 9ND,51.52002,-0.505522,SL09ND
SL1 1DH,51.50937,-0.594553,SL11DH
SL1 1EL,51.50968,-0.596288,SL11EL
SL1 1FQ,51.51086,-0.593484,SL11FQ
SL1 1PE,51.50758,-0.591525,SL11PE
SL1 1XA,51.51037,-0.585184,SL11XA
SL1 1XQ,51.50937,-0.593761,SL11XQ
SL1 2BE,51.50505,-0.59215,SL12BE
SL1 2PU,51.50488,-0.60338,SL12PU
SL1 3BP,51.51885,-0.61271,SL13BP
SL1 3BX,51.51724,-0.606735,SL13BX
SL1 3DR,51.51725,-0.611793,SL13DR
SL1 3FT,51.51947,-0.612994,SL13FT
SL1 3RP,51.51708,-0.592471,SL13RP
SL1 3XG,51.51452,-0.615407,SL13XG
SL1 4DX,51.51983,-0.631649,SL14DX
SL1 4XE,51.52316,-0.614943,SL14XE
SL1 5TG,51.51108,-0.641652,SL15TG
SL1 6DQ,51.52298,-0.650249,SL16DQ
SL1 6EH,51.52527,-0.656985,SL16EH
SL1 6JJ,51.52115,-0.644941,SL16JJ
SL1 7DS,51.53703,-0.66382,SL17DS
SL1 7EP,51.53441,-0.65973,SL17EP
SL1 7JP,51.53391,-0.658418,SL17JP
SL1 7JT,51.53506,-0.65873,SL17JT
SL1 7JZ,51.53529,-0.659069,SL17JZ
SL1 8DF,51.53495,-0.648698,SL18DF
SL1 9LD,51.50691,-0.619211,SL19LD
SL2 1HU,51.53181,-0.61791,SL21HU
SL2 2DZ,51.53418,-0.633453,SL22DZ
SL2 3AU,51.53791,-0.616629,SL23AU
SL2 4FJ,51.52692,-0.578457,SL24FJ
SL2 5DT,51.5126,-0.586038,SL25DT
SL2 5DY,51.51382,-0.588666,SL25DY
SL2 5EN,51.51437,-0.58398,SL25EN
SL3 0HJ,51.47523,-0.51508,SL30HJ
SL3 0PD,51.47921,-0.510818,SL30PD
SL3 6AG,51.52362,-0.56057,SL36AG
SL3 6EZ,51.50851,-0.545873,SL36EZ
SL3 6NT,51.54383,-0.572465,SL36NT
SL3 7GE,51.49121,-0.550948,SL37GE
SL3 7UD,51.50211,-0.554722,SL37UD
SL3 8JH,51.50314,-0.540065,SL38JH
SL3 8ND,51.4948,-0.541527,SL38ND
SL3 9EB,51.48328,-0.579557,SL39EB
SL3 9EH,51.48365,-0.578696,SL39EH
SL4 1BN,51.48027,-0.605731,SL41BN
SL4 1TX,51.48545,-0.607517,SL41TX
SL4 3EZ,51.47671,-0.616524,SL43EZ
SL4 3PZ,51.4764,-0.623445,SL43PZ
SL4 4BW,51.47197,-0.632203,SL44BW
SL4 4EW,51.47747,-0.636286,SL44EW
SL4 4LE,51.47837,-0.654893,SL44LE
SL4 4NB,51.47602,-0.65394,SL44NB
SL4 5AR,51.48044,-0.620947,SL45AR
SL4 6AS,51.48993,-0.609123,SL46AS
SL5 0FG,51.39842,-0.646889,SL50FG
SL5 0QB,51.40492,-0.640285,SL50QB
SL5 7BH,51.40473,-0.652238,SL57BH
SL5 7EX,51.41167,-0.668556,SL57EX
SL5 9QS,51.38806,-0.64432,SL59QS
SL6 0XW,51.51929,-0.656051,SL60XW
SL6 1LY,51.52171,-0.719501,SL61LY
SL6 1RF,51.52195,-0.718644,SL61RF
SL6 2LT,51.49177,-0.70817,SL62LT
SL6 2NX,51.48165,-0.692399,SL62NX
SL6 4BY,51.50829,-0.735513,SL64BY
SL6 4EP,51.52165,-0.732461,SL64EP
SL6 4JP,51.52279,-0.730512,SL64JP
SL6 4NU,51.51239,-0.753484,SL64NU
SL6 7AJ,51.52547,-0.725854,SL67AJ
SL6 8NJ,51.52548,-0.702703,SL68NJ
SL6 8ST,51.53046,-0.71235,SL68ST
SL7 1DQ,51.57389,-0.771644,SL71DQ
SL7 2FF,51.56986,-0.775649,SL72FF
SL8 5AS,51.57764,-0.709487,SL85AS
SL8 5DT,51.57311,-0.707033,SL85DT
SL9 0BG,51.59686,-0.546633,SL90BG
SL9 0LX,51.61953,-0.542817,SL90LX
SL9 0RJ,51.62127,-0.551125,SL90RJ
SL9 8BQ,51.58764,-0.553264,SL98BQ
SL9 9FU,51.60588,-0.560395,SL99FU
SL9 9RF,51.60759,-0.557612,SL99RF
SM1 1BB,51.36,-0.192364,SM11BB
SM1 1EA,51.36163,-0.194899,SM11EA
SM1 1JB,51.36222,-0.193985,SM11JB
SM1 2NU,51.37363,-0.20516,SM12NU
SM1 4AF,51.36405,-0.19252,SM14AF
SM1 4BH,51.36899,-0.192354,SM14BH
SM1 4FS,51.36023,-0.190157,SM14FS
SM1 4LE,51.36143,-0.191718,SM14LE
SM1 4PL,51.36463,-0.185544,SM14PL
SM1 4PP,51.36464,-0.186033,SM14PP
SM1 4QJ,51.36593,-0.185134,SM14QJ
SM1 4SY,51.36071,-0.191172,SM14SY
SM2 5AE,51.35895,-0.191055,SM25AE
SM2 5RY,51.35028,-0.183713,SM25RY
SM2 6BH,51.34354,-0.199573,SM26BH
SM2 6BX,51.34401,-0.200703,SM26BX
SM2 6TH,51.35486,-0.196257,SM26TH
SM2 7AJ,51.35507,-0.212492,SM27AJ
SM3 8BL,51.3589,-0.216868,SM38BL
SM3 8BU,51.35778,-0.217529,SM38BU
SM3 8PY,51.35876,-0.215336,SM38PY
SM3 9DL,51.37689,-0.222161,SM39DL
SM3 9ED,51.37856,-0.218059,SM39ED
SM3 9JR,51.38215,-0.20888,SM39JR
SM4 4ED,51.39887,-0.208802,SM44ED
SM4 5BL,51.40184,-0.196106,SM45BL
SM4 5BT,51.40305,-0.193169,SM45BT
SM4 5DA,51.40154,-0.196736,SM45DA
SM4 5DX,51.40128,-0.196272,SM45DX
SM4 5PQ,51.39844,-0.187657,SM45PQ
SM4 6BL,51.38707,-0.18332,SM46BL
SM4 6HY,51.39782,-0.186244,SM46HY
SM4 6JH,51.39087,-0.187942,SM46JH
SM4 6QQ,51.39119,-0.189496,SM46QQ
SM5 1BQ,51.38332,-0.18699,SM51BQ
SM5 1BU,51.38601,-0.183607,SM51BU
SM5 1PD,51.38281,-0.165152,SM51PD
SM5 2LP,51.37564,-0.166933,SM52LP
SM5 3HQ,51.35828,-0.157787,SM53HQ
SM5 3RG,51.35751,-0.16724,SM53RG
SM5 4AF,51.34621,-0.173406,SM54AF
SM5 4HS,51.34185,-0.185511,SM54HS
SM6 0BL,51.35788,-0.151885,SM60BL
SM6 0BY,51.36658,-0.152296,SM60BY
SM6 0DD,51.36229,-0.150444,SM60DD
SM6 0EU,51.35693,-0.151981,SM60EU
SM6 0HL,51.35606,-0.153625,SM60HL
SM6 7AH,51.37516,-0.157124,SM67AH
SM6 7DJ,51.37135,-0.152895,SM67DJ
SM6 7JD,51.36971,-0.157271,SM67JD
SM6 8EW,51.36738,-0.140441,SM68EW
SM6 9AA,51.35835,-0.146308,SM69AA
SM6 9AD,51.35482,-0.133165,SM69AD
SM6 9BS,51.35967,-0.13903,SM69BS
SM6 9BT,51.35934,-0.138756,SM69BT
SM6 9DZ,51.359,-0.131961,SM69DZ
SM6 9GA,51.35644,-0.126133,SM69GA
SM7 1RN,51.32738,-0.214129,SM71RN
SM7 3BT,51.32288,-0.194325,SM73BT
SN1 1BY,51.5656,-1.786047,SN11BY
SN1 1HN,51.56397,-1.783704,SN11HN
SN1 1PZ,51.55815,-1.782058,SN11PZ
SN1 2JH,51.56013,-1.777908,SN12JH
SN1 2NY,51.57008,-1.760906,SN12NY
SN1 3BU,51.55505,-1.777674,SN13BU
SN1 3EY,51.55335,-1.77523,SN13EY
SN1 5EL,51.55954,-1.796578,SN15EL
SN1 5NS,51.55861,-1.784522,SN15NS
SN1 5PL,51.55882,-1.784002,SN15PL
SN10 1AP,51.35188,-1.994846,SN101AP
SN10 1HT,51.35283,-1.996713,SN101HT
SN10 1NJ,51.3507,-1.99354,SN101NJ
SN10 2EY,51.36799,-1.967336,SN102EY
SN10 2GZ,51.35492,-2.006004,SN102GZ
SN11 0QZ,51.43716,-2.003656,SN110QZ
SN11 9PU,51.4509,-1.999138,SN119PU
SN12 6BF,51.35861,-2.115787,SN126BF
SN12 6JY,51.37319,-2.138279,SN126JY
SN12 6ZE,51.3562,-2.139937,SN126ZE
SN12 7NP,51.37112,-2.136606,SN127NP
SN13 0HN,51.43332,-2.202188,SN130HN
SN13 0RP,51.44727,-2.201473,SN130RP
SN13 9FN,51.41344,-2.215631,SN139FN
SN14 0GT,51.44648,-2.143394,SN140GT
SN14 0SQ,51.46201,-2.159708,SN140SQ
SN14 6RZ,51.46202,-2.145184,SN146RZ
SN14 6YQ,51.47158,-2.138952,SN146YQ
SN15 1EE,51.46009,-2.116822,SN151EE
SN15 1EJ,51.46037,-2.117859,SN151EJ
SN15 1EQ,51.46112,-2.117775,SN151EQ
SN15 1ER,51.46104,-2.11491,SN151ER
SN15 1SB,51.45923,-2.120894,SN151SB
SN15 3BW,51.45682,-2.115447,SN153BW
SN15 3ED,51.45819,-2.115393,SN153ED
SN15 3EQ,51.45029,-2.101932,SN153EQ
SN15 3GU,51.45593,-2.117258,SN153GU
SN15 3RS,51.44292,-2.07675,SN153RS
SN15 4DL,51.5258,-1.958041,SN154DL
SN15 5DF,51.56319,-1.998373,SN155DF
SN15 5LJ,51.4794,-2.13035,SN155LJ
SN15 5NN,51.49017,-2.112737,SN155NN
SN16 0AJ,51.58686,-2.101054,SN160AJ
SN16 9AG,51.58189,-2.097406,SN169AG
SN2 1FH,51.57775,-1.779756,SN21FH
SN2 1FP,51.57184,-1.795613,SN21FP
SN2 2AZ,51.56468,-1.801676,SN22AZ
SN2 2PJ,51.57185,-1.804632,SN22PJ
SN2 2PN,51.57341,-1.811378,SN22PN
SN2 8AD,51.57881,-1.76529,SN28AD
SN2 8BW,51.57889,-1.766459,SN28BW
SN25 1RY,51.59029,-1.809893,SN251RY
SN25 2AY,51.60213,-1.8206,SN252AY
SN25 2LY,51.59975,-1.830225,SN252LY
SN25 5AZ,51.59684,-1.774697,SN255AZ
SN26 8AA,51.61122,-1.791681,SN268AA
SN26 8AB,51.61086,-1.79265,SN268AB
SN3 1FX,51.5433,-1.770333,SN31FX
SN3 1NN,51.54436,-1.75585,SN31NN
SN3 4FF,51.5792,-1.749457,SN34FF
SN3 4FY,51.57529,-1.734515,SN34FY
SN3 4TG,51.60013,-1.739495,SN34TG
SN3 5HY,51.56141,-1.722247,SN35HY
SN3 6EJ,51.54093,-1.732364,SN36EJ
SN4 7AQ,51.54314,-1.902884,SN47AQ
SN4 7AY,51.54221,-1.90352,SN47AY
SN4 7DB,51.54022,-1.915175,SN47DB
SN4 7FU,51.53509,-1.898821,SN47FU
SN4 8ET,51.54495,-1.861782,SN48ET
SN5 5FQ,51.57773,-1.830135,SN55FQ
SN5 6QR,51.55023,-1.848627,SN56QR
SN5 7EX,51.56976,-1.825187,SN57EX
SN5 7XE,51.55624,-1.816368,SN57XE
SN5 7XF,51.55724,-1.816653,SN57XF
SN5 7XP,51.55894,-1.814756,SN57XP
SN5 7YJ,51.56052,-1.813264,SN57YJ
SN5 8YZ,51.54602,-1.836989,SN58YZ
SN6 8RP,51.61323,-1.644954,SN68RP
SN6 8TZ,51.61409,-1.64697,SN68TZ
SN7 7HP,51.65805,-1.583888,SN77HP
SN7 7RX,51.64629,-1.596699,SN77RX
SN7 7YR,51.65328,-1.582023,SN77YR
SN7 8LL,51.63853,-1.503217,SN78LL
SN8 2AG,51.42029,-1.722831,SN82AG
SN8 3BT,51.34569,-1.673689,SN83BT
SN9 5NU,51.34413,-1.771417,SN95NU
SO14 0QB,50.91457,-1.389984,SO140QB
SO14 3DJ,50.89846,-1.398968,SO143DJ
SO14 3EW,50.89983,-1.394627,SO143EW
SO14 3FD,50.89759,-1.397315,SO143FD
SO14 3JP,50.89753,-1.40208,SO143JP
SO14 3JZ,50.89406,-1.394204,SO143JZ
SO14 3LA,50.89961,-1.397403,SO143LA
SO14 3LP,50.90088,-1.397273,SO143LP
SO14 3XB,50.89603,-1.393781,SO143XB
SO14 5FE,50.89907,-1.392746,SO145FE
SO14 5GZ,50.89943,-1.388788,SO145GZ
SO14 6QR,50.91907,-1.402601,SO146QR
SO14 6RJ,50.91974,-1.397684,SO146RJ
SO14 6RL,50.91948,-1.397659,SO146RL
SO14 6TE,50.91951,-1.402851,SO146TE
SO15 0HW,50.91332,-1.438748,SO150HW
SO15 0SD,50.91638,-1.45352,SO150SD
SO15 1GX,50.90823,-1.413919,SO151GX
SO15 1HN,50.9094,-1.420475,SO151HN
SO15 1HQ,50.90999,-1.426115,SO151HQ
SO15 1HY,50.9082,-1.419111,SO151HY
SO15 1JR,50.90953,-1.426249,SO151JR
SO15 2AY,50.91247,-1.402074,SO152AY
SO15 2BG,50.91026,-1.406881,SO152BG
SO15 2EP,50.9147,-1.404335,SO152EP
SO15 2EW,50.91296,-1.403916,SO152EW
SO15 2EX,50.9142,-1.414285,SO152EX
SO15 2FD,50.91355,-1.401818,SO152FD
SO15 2FH,50.91122,-1.411975,SO152FH
SO15 2JE,50.91542,-1.408722,SO152JE
SO15 2JU,50.91103,-1.406302,SO152JU
SO15 2XE,50.91809,-1.404847,SO152XE
SO15 3DL,50.91405,-1.424244,SO153DL
SO15 3GX,50.91699,-1.430069,SO153GX
SO15 3HP,50.91583,-1.425389,SO153HP
SO15 5DJ,50.91268,-1.417376,SO155DJ
SO15 5WB,50.9119,-1.414556,SO155WB
SO15 8SL,50.91986,-1.440476,SO158SL
SO16 0XY,50.9488,-1.472371,SO160XY
SO16 0YA,50.94469,-1.47424,SO160YA
SO16 0YB,50.94628,-1.488641,SO160YB
SO16 3GD,50.93973,-1.399147,SO163GD
SO16 4JA,50.92999,-1.447668,SO164JA
SO16 5DE,50.9327,-1.442613,SO165DE
SO16 5DW,50.93597,-1.449661,SO165DW
SO16 5NA,50.93976,-1.429804,SO165NA
SO16 6AX,50.92834,-1.439392,SO166AX
SO16 6RB,50.93242,-1.426422,SO166RB
SO16 7JJ,50.96407,-1.419197,SO167JJ
SO16 8HF,50.9393,-1.448241,SO168HF
SO16 8LY,50.94516,-1.446748,SO168LY
SO16 9QD,50.93723,-1.455182,SO169QD
SO16 9RU,50.93282,-1.452345,SO169RU
SO17 1QH,50.92931,-1.395539,SO171QH
SO17 1XS,50.91908,-1.404507,SO171XS
SO17 2FW,50.92233,-1.395118,SO172FW
SO17 3TG,50.93673,-1.384499,SO173TG
SO18 2RZ,50.9459,-1.363267,SO182RZ
SO18 4HS,50.91829,-1.371128,SO184HS
SO18 5FT,50.91951,-1.340937,SO185FT
SO18 5RR,50.91468,-1.360621,SO185RR
SO18 6AZ,50.91925,-1.356518,SO186AZ
SO19 2EF,50.90471,-1.370813,SO192EF
SO19 4DD,50.91635,-1.374412,SO194DD
SO19 4DY,50.91388,-1.368627,SO194DY
SO19 6DB,50.90889,-1.333008,SO196DB
SO19 7JP,50.9071,-1.371933,SO197JP
SO19 7JT,50.90569,-1.367372,SO197JT
SO19 7NR,50.91039,-1.358163,SO197NR
SO19 7PE,50.89761,-1.374734,SO197PE
SO21 1TH,50.98774,-1.312046,SO211TH
SO21 1WP,50.99314,-1.311553,SO211WP
SO21 2FL,50.99747,-1.355152,SO212FL
SO21 2QU,51.11363,-1.341392,SO212QU
SO21 3XX,51.15286,-1.337501,SO213XX
SO22 4AU,51.05447,-1.326238,SO224AU
SO22 6NE,51.07997,-1.333477,SO226NE
SO23 0HU,51.06018,-1.306963,SO230HU
SO23 0LD,51.0663,-1.298322,SO230LD
SO23 7TB,51.06655,-1.311962,SO237TB
SO23 7TD,51.06676,-1.312873,SO237TD
SO23 8BB,51.06586,-1.31564,SO238BB
SO23 8UJ,51.06253,-1.318929,SO238UJ
SO23 9EH,51.06089,-1.317869,SO239EH
SO23 9LN,51.06068,-1.308853,SO239LN
SO24 9EZ,51.08676,-1.179434,SO249EZ
SO24 9FT,51.09055,-1.166516,SO249FT
SO30 0QG,50.91257,-1.292031,SO300QG
SO30 2AE,50.92981,-1.293833,SO302AE
SO30 2AU,50.92386,-1.306173,SO302AU
SO30 2TD,50.92843,-1.291392,SO302TD
SO30 3DR,50.92749,-1.33664,SO303DR
SO30 3JZ,50.92835,-1.319453,SO303JZ
SO30 3RN,50.93319,-1.339505,SO303RN
SO30 4AG,50.91027,-1.3073,SO304AG
SO31 7GE,50.87172,-1.267366,SO317GE
SO31 7GH,50.87237,-1.267996,SO317GH
SO31 8ER,50.88885,-1.321394,SO318ER
SO31 8ES,50.88968,-1.31679,SO318ES
SO31 8GD,50.88369,-1.337448,SO318GD
SO32 1AA,50.95408,-1.212682,SO321AA
SO32 1DR,50.94563,-1.225181,SO321DR
SO32 1HJ,50.97378,-1.256618,SO321HJ
SO32 2BN,50.93239,-1.242563,SO322BN
SO32 2HD,50.92152,-1.214114,SO322HD
SO32 2HQ,50.9213,-1.213933,SO322HQ
SO32 3QY,50.95872,-1.103323,SO323QY
SO40 2ZU,50.92875,-1.516267,SO402ZU
SO40 3AE,50.91782,-1.484956,SO403AE
SO40 3DP,50.91889,-1.491175,SO403DP
SO40 3HW,50.91882,-1.489938,SO403HW
SO40 3HX,50.91974,-1.491507,SO403HX
SO40 3NF,50.93218,-1.50785,SO403NF
SO40 3SJ,50.92011,-1.506911,SO403SJ
SO40 4XR,50.89027,-1.44858,SO404XR
SO40 9HL,50.91699,-1.483301,SO409HL
SO40 9LA,50.90785,-1.501394,SO409LA
SO41 0FF,50.76059,-1.621134,SO410FF
SO41 0HY,50.75427,-1.621426,SO410HY
SO41 0PS,50.72457,-1.600414,SO410PS
SO41 0XD,50.72358,-1.582997,SO410XD
SO41 8LZ,50.77053,-1.546135,SO418LZ
SO41 8ZZ,50.7455,-1.552102,SO418ZZ
SO41 9AR,50.7585,-1.543486,SO419AR
SO41 9GN,50.76004,-1.544549,SO419GN
SO41 9PA,50.76048,-1.549833,SO419PA
SO41 9YA,50.75757,-1.543878,SO419YA
SO43 7FT,50.90181,-1.597321,SO437FT
SO45 6BP,50.8683,-1.398929,SO456BP
SO45 6DY,50.87294,-1.400931,SO456DY
SO45 6EB,50.86703,-1.39805,SO456EB
SO50 4GG,50.97968,-1.351481,SO504GG
SO50 5GA,50.97005,-1.36335,SO505GA
SO50 5LF,50.96833,-1.353889,SO505LF
SO50 6LQ,50.97149,-1.337509,SO506LQ
SO50 7HF,50.98524,-1.295656,SO507HF
SO50 9AL,50.97081,-1.354311,SO509AL
SO50 9FD,50.97048,-1.351253,SO509FD
SO50 9PD,50.97194,-1.370332,SO509PD
SO50 9ST,50.9719,-1.351262,SO509ST
SO50 9SX,50.97223,-1.352169,SO509SX
SO51 0GY,51.00462,-1.521292,SO510GY
SO51 0HE,51.0077,-1.516215,SO510HE
SO51 0PP,51.02203,-1.467319,SO510PP
SO51 7ND,50.99377,-1.482049,SO517ND
SO51 7QN,50.99181,-1.485975,SO517QN
SO51 8BW,50.98897,-1.49833,SO518BW
SO51 8BX,50.98882,-1.496066,SO518BX
SO51 8FT,50.99293,-1.49578,SO518FT
SO51 8JJ,50.98772,-1.496563,SO518JJ
SO51 9AQ,50.98098,-1.462861,SO519AQ
SO51 9DH,50.98148,-1.465134,SO519DH
SO53 1EP,50.9912,-1.377252,SO531EP
SO53 2ER,50.98367,-1.369019,SO532ER
SO53 2FS,50.98689,-1.385488,SO532FS
SO53 2HY,50.98296,-1.368559,SO532HY
SO53 2RR,50.98381,-1.369359,SO532RR
SO53 3GZ,50.96875,-1.38681,SO533GZ
SO53 3LS,50.97177,-1.381329,SO533LS
SO53 3TG,50.96751,-1.383209,SO533TG
SO53 4TL,50.98537,-1.398444,SO534TL
SP1 1DP,51.07093,-1.794458,SP11DP
SP1 1EF,51.07006,-1.791993,SP11EF
SP1 1EY,51.06918,-1.793923,SP11EY
SP1 2JA,51.06689,-1.787997,SP12JA
SP1 2LP,51.06578,-1.784163,SP12LP
SP1 3SP,51.07184,-1.796395,SP13SP
SP1 3UZ,51.07233,-1.79104,SP13UZ
SP1 3YP,51.09581,-1.815868,SP13YP
SP10 1DR,51.2125,-1.475503,SP101DR
SP10 1LS,51.20892,-1.479723,SP101LS
SP10 1LZ,51.20869,-1.480513,SP101LZ
SP10 1NN,51.20756,-1.478923,SP101NN
SP10 1NS,51.21821,-1.475309,SP101NS
SP10 1PA,51.20784,-1.477932,SP101PA
SP10 2EG,51.20375,-1.478723,SP102EG
SP10 2GJ,51.20547,-1.487464,SP102GJ
SP10 2PA,51.20614,-1.478166,SP102PA
SP10 3EG,51.20939,-1.487348,SP103EG
SP10 3FG,51.21733,-1.506977,SP103FG
SP10 5AP,51.21524,-1.45809,SP105AP
SP10 5NX,51.21356,-1.452827,SP105NX
SP11 6AZ,51.21996,-1.438647,SP116AZ
SP11 6JS,51.24398,-1.474127,SP116JS
SP11 6RU,51.22305,-1.4409,SP116RU
SP11 8SH,51.17068,-1.626164,SP118SH
SP11 9FA,51.25479,-1.628363,SP119FA
SP2 7GL,51.06668,-1.814942,SP27GL
